,State_name,County_name,pct_Female_No_SP_CEN_2020,pct_Females_CEN_2020,pct_Males_CEN_2020,pct_MrdCple_HHD_CEN_2020,pct_NH_AIAN_alone_CEN_2020,pct_NH_Asian_alone_CEN_2020,pct_NH_Blk_alone_CEN_2020,pct_NH_Multi_Races_CEN_2020,pct_NH_NHOPI_alone_CEN_2020,pct_NH_SOR_alone_CEN_2020,pct_NH_White_alone_CEN_2020,pct_NonFamily_HHD_CEN_2020,pct_Not_MrdCple_HHD_CEN_2020,pct_Owner_Occp_HU_CEN_2020,pct_Pop_18_24_CEN_2020,pct_Pop_25_44_CEN_2020,pct_Pop_45_64_CEN_2020,pct_Pop_5_17_CEN_2020,pct_Pop_65plus_CEN_2020,pct_Pop_under_5_CEN_2020,pct_Rel_Family_HHD_CEN_2020,pct_Renter_Occp_HU_CEN_2020,pct_RURAL_POP_CEN_2020,pct_URBAN_POP_CEN_2020,pct_Sngl_Prns_HHD_CEN_2020,pct_Tot_Occp_Units_CEN_2020,pct_Vacant_Units_CEN_2020,state,county,tract
255,West Virginia,Lincoln County,11.46,48.38,51.62,48.69,0.06,0.24,0.50,2.60,0.00,0.06,95.45,33.50,51.31,81.39,7.06,21.03,29.77,17.69,19.49,4.96,66.50,18.61,100.00,0.00,28.39,86.16,13.84,54,043,955800
256,West Virginia,Logan County,12.58,51.28,48.72,47.38,0.07,0.36,0.36,2.74,0.00,0.07,95.52,34.97,52.62,70.19,8.75,22.78,27.33,15.52,20.78,4.84,65.03,29.81,55.91,44.09,32.18,87.70,12.30,54,045,956102
257,West Virginia,Logan County,13.15,52.17,47.83,50.94,0.07,0.60,0.42,1.37,0.00,0.10,96.53,31.36,49.06,80.74,6.12,23.26,28.31,15.74,22.56,4.00,68.64,19.26,63.09,36.91,27.12,89.56,10.44,54,045,956103
258,West Virginia,Logan County,12.16,49.22,50.78,52.87,0.04,0.11,0.11,2.20,0.00,0.04,97.13,29.88,47.13,83.22,6.33,22.73,30.51,16.77,19.08,4.58,70.12,16.78,96.09,3.91,26.39,91.31,8.69,54,045,956104
259,West Virginia,Logan County,13.41,45.89,54.11,43.45,0.00,0.17,4.83,2.65,0.00,0.03,91.60,34.86,56.55,74.76,7.76,29.53,28.78,11.93,18.75,3.25,65.14,25.24,59.43,40.57,29.42,87.33,12.67,54,045,956200
260,West Virginia,Logan County,13.25,50.96,49.04,47.53,0.19,0.00,2.26,2.79,0.00,0.09,93.92,34.36,52.47,68.36,8.47,21.09,30.27,13.71,21.65,4.81,65.64,31.64,87.22,12.78,30.39,89.17,10.83,54,045,956400
261,West Virginia,Logan County,16.02,49.90,50.10,52.20,0.24,0.00,1.75,2.97,0.00,0.19,94.35,24.81,47.80,79.97,6.77,22.95,26.75,18.52,18.86,6.14,75.19,20.03,100.00,0.00,21.83,88.46,11.54,54,045,956500
262,West Virginia,Logan County,13.80,50.06,49.94,49.94,0.11,0.21,1.37,2.69,0.00,0.09,95.14,29.53,50.06,77.60,7.78,22.51,27.57,15.27,20.84,6.03,70.47,22.40,89.45,10.55,25.91,90.72,9.28,54,045,956600
263,West Virginia,Logan County,14.34,51.23,48.77,45.00,0.28,0.11,3.12,2.63,0.03,0.14,92.87,33.17,55.00,75.25,8.05,23.94,28.34,14.18,20.71,4.78,66.83,24.75,60.96,39.04,26.99,89.42,10.58,54,045,956700
264,West Virginia,Logan County,12.04,49.69,50.31,53.56,0.12,0.07,0.43,1.96,0.00,0.21,96.50,28.41,46.44,82.92,7.31,21.88,28.48,15.37,22.23,4.73,71.59,17.08,82.17,17.83,24.61,85.37,14.63,54,045,956800
265,West Virginia,Logan County,16.70,52.51,47.49,35.15,0.19,0.19,3.92,5.21,0.00,0.05,89.62,40.39,64.85,57.86,7.32,25.35,27.45,14.35,20.61,4.93,59.61,42.14,25.92,74.08,34.17,84.89,15.11,54,045,956900
266,West Virginia,McDowell County,16.32,51.76,48.24,36.27,0.00,0.00,28.33,3.75,0.11,0.00,66.67,38.86,63.73,78.50,6.03,21.05,26.62,16.50,25.71,4.10,61.14,21.50,100.00,0.00,32.90,68.81,31.19,54,047,953600
267,West Virginia,McDowell County,13.62,49.98,50.02,41.33,0.04,0.00,3.49,3.61,0.00,0.08,92.30,38.48,58.67,80.95,7.13,23.09,30.14,15.87,18.92,4.85,61.52,19.05,100.00,0.00,31.33,83.67,16.33,54,047,953800
268,West Virginia,McDowell County,10.30,48.85,51.15,48.17,0.00,0.00,0.15,1.74,0.00,0.15,97.55,35.70,51.83,81.92,6.64,21.41,35.00,15.02,18.24,3.68,64.30,18.08,100.00,0.00,30.43,83.96,16.04,54,047,953900
269,West Virginia,McDowell County,11.63,49.84,50.16,49.68,0.00,0.00,0.31,3.32,0.00,0.10,96.01,32.49,50.32,81.16,5.34,20.83,30.16,17.10,21.45,5.13,67.51,18.84,100.00,0.00,28.32,81.55,18.45,54,047,954000
270,West Virginia,McDowell County,12.64,49.77,50.23,40.37,0.13,0.20,4.32,2.69,0.20,0.13,92.08,41.24,59.63,82.76,5.44,22.46,30.12,13.88,24.23,3.86,58.76,17.24,100.00,0.00,35.34,81.50,18.50,54,047,954200
271,West Virginia,McDowell County,14.21,52.30,47.70,39.86,0.41,0.00,12.90,4.24,0.00,0.52,81.75,39.03,60.14,86.21,6.10,20.34,31.44,13.02,25.51,3.60,60.97,13.79,100.00,0.00,34.76,78.38,21.62,54,047,954501
272,West Virginia,McDowell County,16.16,32.22,67.78,35.83,0.21,0.36,29.23,2.84,0.00,0.46,59.79,43.90,64.17,69.11,6.48,41.83,27.17,8.75,13.44,2.33,56.10,30.89,100.00,0.00,39.57,76.01,23.99,54,047,954503
273,West Virginia,McDowell County,12.68,49.99,50.01,45.75,0.00,0.00,3.02,3.95,0.00,0.13,92.64,35.47,54.25,80.85,6.08,21.63,31.43,16.90,19.78,4.19,64.53,19.15,100.00,0.00,29.25,82.06,17.94,54,047,954504
274,West Virginia,Marion County,9.21,53.19,46.81,11.06,0.19,0.29,13.99,6.85,0.00,0.29,75.26,74.87,88.94,11.73,9.42,27.40,24.74,9.04,25.78,3.62,25.13,88.27,0.00,100.00,67.00,77.33,22.67,54,049,020100
275,West Virginia,Marion County,14.73,50.00,50.00,24.06,0.82,0.56,8.60,7.78,0.00,0.53,78.23,54.62,75.94,37.69,34.96,25.21,15.23,10.64,8.34,5.61,45.38,62.31,1.35,98.65,37.33,78.35,21.65,54,049,020200
276,West Virginia,Marion County,11.23,50.95,49.05,45.98,0.13,0.87,3.14,5.23,0.69,0.29,87.41,37.94,54.02,77.36,8.74,27.75,24.58,13.52,20.06,5.36,62.06,22.64,0.00,100.00,29.55,86.99,13.01,54,049,020300
277,West Virginia,Marion County,9.82,54.82,45.18,56.84,0.10,2.19,2.76,3.44,0.00,0.52,89.85,30.70,43.16,83.86,20.61,16.19,23.17,11.61,25.20,3.23,69.30,16.14,57.00,43.00,25.79,93.29,6.71,54,049,020400
278,West Virginia,Marion County,22.97,52.85,47.15,30.84,0.34,0.15,28.49,8.64,0.10,0.25,60.22,40.54,69.16,61.55,8.99,24.61,25.25,19.35,14.34,7.47,59.46,38.45,0.00,100.00,32.80,84.88,15.12,54,049,020500
279,West Virginia,Marion County,14.31,49.90,50.10,42.92,0.06,0.78,2.86,6.11,0.19,0.00,88.50,36.96,57.08,72.28,8.84,27.88,25.80,13.78,18.45,5.26,63.04,27.72,12.80,87.20,30.55,87.94,12.06,54,049,020600
280,West Virginia,Marion County,14.18,51.58,48.42,42.60,0.13,0.23,1.56,5.28,0.08,0.18,90.95,36.89,57.40,74.65,7.23,28.07,23.51,17.66,18.02,5.51,63.11,25.35,23.25,76.75,29.83,87.72,12.28,54,049,020700
281,West Virginia,Marion County,16.64,51.22,48.78,38.54,0.00,0.34,3.39,7.10,0.00,0.06,87.63,38.61,61.46,63.72,7.53,28.82,22.71,16.78,17.53,6.63,61.39,36.28,0.00,100.00,30.44,89.66,10.34,54,049,020800
282,West Virginia,Marion County,10.18,51.35,48.65,45.02,0.21,0.47,1.74,4.67,0.05,0.28,91.31,40.14,54.98,75.88,7.85,26.33,25.23,15.29,19.90,5.40,59.86,24.12,16.07,83.93,31.14,90.45,9.55,54,049,020900
283,West Virginia,Marion County,8.11,49.37,50.63,59.07,0.31,0.16,0.94,3.35,0.06,0.09,93.82,28.33,40.93,86.84,7.65,21.82,29.34,15.58,20.47,5.14,71.67,13.16,97.65,2.35,23.68,89.58,10.42,54,049,021001
284,West Virginia,Marion County,6.95,49.06,50.94,60.42,0.14,0.00,0.33,3.58,0.00,0.14,94.44,26.74,39.58,89.05,7.16,22.27,29.43,15.21,20.34,5.60,73.26,10.95,94.26,5.74,22.85,90.51,9.49,54,049,021002
285,West Virginia,Marion County,9.44,53.67,46.33,49.50,0.00,0.54,1.97,4.56,0.08,0.19,90.80,37.40,50.50,80.38,7.53,24.27,23.03,11.36,28.17,5.64,62.60,19.62,0.00,100.00,31.53,91.45,8.55,54,049,021100
286,West Virginia,Marion County,9.42,50.52,49.48,51.56,0.25,1.46,1.86,3.99,0.00,0.25,90.41,35.52,48.44,73.64,7.93,25.58,27.69,14.53,19.26,5.00,64.48,26.36,32.75,67.25,28.12,93.28,6.72,54,049,021201
287,West Virginia,Marion County,10.48,48.84,51.16,49.50,0.08,0.58,1.03,4.42,0.00,0.12,91.99,32.53,50.50,79.34,7.84,25.35,26.55,14.70,20.60,4.95,67.47,20.66,39.55,60.45,26.95,90.11,9.89,54,049,021202
288,West Virginia,Marion County,12.52,50.88,49.12,49.80,0.06,0.03,2.70,4.68,0.06,0.14,91.45,32.33,50.20,79.65,6.27,23.57,27.78,15.46,22.54,4.37,67.67,20.35,68.24,31.76,26.31,88.98,11.02,54,049,021300
289,West Virginia,Marion County,10.92,50.97,49.03,55.39,0.60,0.11,1.73,4.06,0.00,0.27,92.05,27.70,44.61,86.02,6.39,22.62,26.35,16.07,22.78,5.79,72.30,13.98,36.31,63.69,24.37,91.25,8.75,54,049,021400
290,West Virginia,Marion County,9.74,50.79,49.21,52.53,0.33,0.06,1.52,5.57,0.03,0.03,91.75,31.50,47.47,83.88,6.37,22.63,27.72,16.85,21.11,5.33,68.50,16.12,73.30,26.70,26.37,90.58,9.42,54,049,021500
291,West Virginia,Marion County,9.39,49.82,50.18,53.05,0.09,0.00,0.60,3.26,0.00,0.09,94.67,31.22,46.95,85.97,6.34,21.72,28.65,15.47,22.54,5.28,68.78,14.03,100.00,0.00,26.24,88.67,11.33,54,049,021601
292,West Virginia,Marion County,10.54,49.71,50.29,51.32,0.10,0.44,0.49,2.82,0.00,0.58,94.70,31.39,48.68,82.02,8.22,20.18,31.18,12.79,23.54,4.09,68.61,17.98,100.00,0.00,25.20,87.21,12.79,54,049,021602
293,West Virginia,Marion County,13.46,52.03,47.97,45.62,0.43,0.05,0.21,3.26,0.00,0.11,93.70,35.42,54.38,80.00,9.19,21.21,26.82,14.26,22.06,6.46,64.58,20.00,100.00,0.00,28.10,88.13,11.87,54,049,021700
294,West Virginia,Marion County,9.90,50.68,49.32,53.72,0.11,0.23,0.30,3.07,0.00,0.00,95.69,30.07,46.28,88.50,6.74,19.76,30.70,15.37,22.45,5.00,69.93,11.50,97.88,2.12,25.73,86.47,13.53,54,049,021800
295,West Virginia,Marshall County,12.46,51.99,48.01,31.48,0.22,0.55,0.39,3.32,0.00,0.11,93.80,51.80,68.52,54.10,6.42,22.26,29.40,13.57,25.19,3.16,48.20,45.90,0.00,100.00,46.34,84.72,15.28,54,051,020200
296,West Virginia,Marshall County,16.67,52.37,47.63,28.57,0.00,0.40,3.33,6.05,0.00,0.00,88.19,46.97,71.43,51.08,7.67,26.03,26.74,17.46,17.05,5.05,53.03,48.92,0.00,100.00,40.04,82.65,17.35,54,051,020500
297,West Virginia,Marshall County,14.72,51.36,48.64,38.35,0.00,0.51,0.69,4.13,0.00,0.23,93.52,39.72,61.65,70.34,6.75,24.85,26.09,16.67,20.62,5.01,60.28,29.66,20.03,79.97,34.85,86.37,13.63,54,051,020601
298,West Virginia,Marshall County,10.66,52.17,47.83,48.75,0.22,0.72,0.65,2.75,0.00,0.07,93.79,35.11,51.25,73.98,5.06,20.52,29.26,14.60,27.60,2.96,64.89,26.02,0.00,100.00,30.25,91.27,8.73,54,051,020702
299,West Virginia,Marshall County,9.57,50.16,49.84,50.61,0.22,0.00,0.43,3.68,0.00,0.05,95.00,33.54,49.39,80.58,7.05,20.44,29.12,16.23,22.59,4.57,66.46,19.42,92.61,7.39,29.11,82.97,17.03,54,051,020800
300,West Virginia,Marshall County,8.68,43.75,56.25,55.38,0.16,0.14,1.88,2.52,0.04,0.14,94.26,29.93,44.62,83.56,7.19,28.12,28.78,13.71,17.53,4.67,70.07,16.44,85.42,14.58,25.01,88.03,11.97,54,051,020900
301,West Virginia,Marshall County,13.09,51.83,48.17,55.81,0.34,0.14,0.20,3.66,0.00,0.75,94.10,27.66,44.19,78.72,6.65,22.18,29.65,16.08,20.35,5.09,72.34,21.28,97.49,2.51,23.40,93.71,6.29,54,051,021001
302,West Virginia,Marshall County,12.25,53.00,47.00,43.29,0.04,0.53,0.62,3.63,0.00,0.04,93.76,39.10,56.71,81.60,6.86,20.04,28.93,13.13,26.63,4.41,60.90,18.40,8.62,91.38,33.45,88.39,11.61,54,051,021002
303,West Virginia,Marshall County,13.52,51.95,48.05,46.13,0.06,0.17,0.48,3.37,0.04,0.10,94.33,35.47,53.87,77.55,6.87,20.46,27.06,14.97,25.42,5.22,64.53,22.45,30.89,69.11,31.08,89.26,10.74,54,051,021100
304,West Virginia,Marshall County,8.72,50.67,49.33,55.85,0.00,0.76,0.69,4.42,0.07,0.69,92.26,29.59,44.15,86.07,6.13,23.18,28.86,13.06,23.87,4.89,70.41,13.93,72.00,28.00,25.75,91.64,8.36,54,051,021300
305,West Virginia,Mason County,14.10,59.54,40.46,41.49,0.13,0.45,1.35,3.24,0.00,0.42,93.68,36.85,58.51,77.98,6.44,32.22,25.55,11.96,19.49,4.33,63.15,22.02,48.16,51.84,32.03,88.27,11.73,54,053,954801
306,West Virginia,Mason County,12.94,50.56,49.44,49.06,0.21,0.16,0.45,1.92,0.00,0.00,96.75,32.13,50.94,83.44,7.56,20.86,27.84,16.61,22.33,4.80,67.88,16.56,59.64,40.36,28.63,87.29,12.71,54,053,954802
307,West Virginia,Mason County,8.57,48.24,51.76,51.72,0.12,0.12,0.19,2.12,0.00,0.00,97.10,33.08,48.28,87.79,5.87,22.13,30.51,15.30,20.12,6.06,66.92,12.21,100.00,0.00,27.87,81.10,18.90,54,053,954901
308,West Virginia,Mason County,12.98,50.89,49.11,49.55,0.11,0.23,1.37,2.72,0.11,0.16,94.55,31.97,50.45,76.13,7.90,21.45,26.70,16.48,21.27,6.21,68.03,23.87,87.84,12.16,27.44,90.60,9.40,54,053,954902
309,West Virginia,Mason County,13.97,53.44,46.56,35.56,0.18,0.75,1.05,2.65,0.00,0.00,94.67,44.94,64.44,68.93,7.27,21.92,25.07,15.13,25.69,4.91,55.06,31.07,7.38,92.62,40.94,86.74,13.26,54,053,955000
310,West Virginia,Mason County,11.82,51.87,48.13,47.28,0.08,0.29,0.41,2.36,0.00,0.00,96.29,34.60,52.72,83.32,7.25,21.50,29.44,14.62,22.56,4.64,65.40,16.68,90.96,9.04,29.46,86.84,13.16,54,053,955101
311,West Virginia,Mason County,9.13,49.06,50.94,53.46,0.04,0.02,0.28,2.44,0.00,0.00,96.36,31.89,46.54,85.86,6.33,21.41,30.99,16.67,19.72,4.87,68.11,14.14,100.00,0.00,27.61,86.63,13.37,54,053,955102
312,West Virginia,Mercer County,8.73,49.22,50.78,53.76,0.16,0.16,0.22,2.94,0.00,0.00,95.75,30.68,46.24,86.03,7.50,19.49,30.01,14.33,23.92,4.75,69.32,13.97,100.00,0.00,26.80,75.26,24.74,54,055,000900
313,West Virginia,Mercer County,11.80,49.85,50.15,49.56,0.27,0.07,0.49,3.32,0.00,0.07,94.97,32.41,50.44,79.60,7.92,22.36,28.53,16.16,19.08,5.95,67.59,20.40,100.00,0.00,25.96,87.51,12.49,54,055,001000
314,West Virginia,Mercer County,9.54,51.50,48.50,53.70,0.10,0.88,2.87,3.22,0.05,0.08,91.84,31.73,46.30,76.38,16.93,21.24,24.47,14.43,18.48,4.46,68.27,23.62,75.83,24.17,26.47,87.15,12.85,54,055,001100
315,West Virginia,Mercer County,14.83,53.39,46.61,41.30,0.19,0.28,3.03,4.06,0.00,0.19,90.68,39.30,58.70,63.64,8.09,22.27,25.58,16.13,22.86,5.06,60.70,36.36,9.93,90.07,34.11,93.07,6.93,54,055,001200
316,West Virginia,Mercer County,16.07,51.50,48.50,33.21,0.24,0.54,4.02,5.04,0.03,0.40,87.58,44.44,66.79,50.42,8.45,24.79,26.50,14.57,21.00,4.69,55.56,49.58,0.00,100.00,35.90,86.60,13.40,54,055,001300
317,West Virginia,Mercer County,12.95,53.66,46.34,36.67,0.30,1.01,7.47,4.75,0.05,0.35,84.60,45.05,63.33,63.66,8.43,24.18,25.95,13.58,24.38,3.48,54.95,36.34,0.00,100.00,37.98,85.73,14.27,54,055,001400
318,West Virginia,Mercer County,13.99,53.36,46.64,46.81,0.20,1.11,5.54,4.86,0.00,0.24,86.81,34.62,53.19,74.26,8.28,20.85,25.91,16.52,22.22,6.21,65.38,25.74,20.47,79.53,30.99,91.16,8.84,54,055,001500
319,West Virginia,Mercer County,13.14,48.58,51.42,48.42,0.14,0.21,1.11,3.67,0.00,0.21,93.98,32.11,51.58,83.36,6.16,22.01,30.31,16.75,20.42,4.36,67.89,16.64,100.00,0.00,27.29,84.53,15.47,54,055,001600
320,West Virginia,Mercer County,11.98,51.36,48.64,48.43,0.22,0.08,2.53,4.05,0.00,0.16,91.96,34.96,51.57,72.72,8.32,22.09,26.65,13.77,23.88,5.29,65.04,27.28,43.92,56.08,28.64,86.13,13.87,54,055,001700
321,West Virginia,Mercer County,14.23,52.55,47.45,43.33,0.11,0.32,3.08,3.69,0.00,0.14,91.70,37.34,56.67,69.91,7.04,20.78,27.16,14.21,26.29,4.52,62.66,30.09,36.10,63.90,32.16,91.70,8.30,54,055,001800
322,West Virginia,Mercer County,14.16,51.91,48.09,29.35,0.60,0.07,26.16,3.62,0.00,0.67,67.47,51.17,70.65,56.10,6.30,18.98,33.47,13.21,25.08,2.95,48.83,43.90,51.44,48.56,46.75,80.38,19.62,54,055,001900
323,West Virginia,Mercer County,21.23,53.53,46.47,30.65,0.50,0.00,26.58,5.70,0.00,0.29,65.27,42.26,69.35,56.59,9.30,22.65,26.29,17.20,18.31,6.24,57.74,43.41,9.51,90.49,35.67,76.97,23.03,54,055,002000
324,West Virginia,Mercer County,16.80,52.44,47.56,36.84,0.34,0.48,18.18,4.91,0.00,0.48,74.34,41.02,63.16,66.02,6.99,24.36,25.35,17.37,20.37,5.56,58.98,33.98,0.00,100.00,34.91,87.06,12.94,54,055,002100
325,West Virginia,Mercer County,14.18,51.43,48.57,41.81,0.41,0.65,13.61,3.82,0.02,0.41,80.20,39.23,58.19,71.95,7.45,23.68,26.33,13.77,23.87,4.90,60.77,28.05,5.35,94.65,33.35,79.77,20.23,54,055,002200
326,West Virginia,Mercer County,14.67,51.88,48.12,40.33,0.54,0.86,4.53,3.91,0.00,0.37,88.53,38.01,59.67,63.44,8.30,24.85,24.66,15.41,20.87,5.91,61.99,36.56,31.56,68.44,31.65,90.62,9.38,54,055,002300
327,West Virginia,Mercer County,11.37,50.00,50.00,52.65,0.25,0.25,2.36,3.90,0.00,0.07,91.77,29.65,47.35,86.27,5.87,21.83,28.99,13.74,24.23,5.33,70.35,13.73,97.85,2.15,25.61,89.72,10.28,54,055,002400
328,West Virginia,Mineral County,11.41,51.50,48.50,46.44,0.17,0.30,1.06,4.52,0.00,0.04,93.07,34.34,53.56,82.15,7.60,21.93,28.90,14.24,22.94,4.39,65.66,17.85,7.69,92.31,29.85,89.68,10.32,54,057,010100
329,West Virginia,Mineral County,10.71,50.57,49.43,58.40,0.14,0.34,0.62,3.09,0.00,0.14,94.75,26.19,41.60,82.56,6.98,20.98,29.56,16.13,20.70,5.65,73.81,17.44,100.00,0.00,22.48,94.76,5.24,54,057,010200
330,West Virginia,Mineral County,8.28,50.39,49.61,55.99,0.10,0.34,0.40,3.09,0.00,0.30,94.85,30.23,44.01,85.15,7.37,21.72,28.67,16.13,21.20,4.91,69.77,14.85,100.00,0.00,26.14,91.90,8.10,54,057,010300
331,West Virginia,Mineral County,9.26,48.89,51.11,56.73,0.09,0.30,0.58,2.81,0.02,0.00,95.16,27.73,43.27,90.39,6.71,20.61,30.27,15.37,21.82,5.22,72.27,9.61,100.00,0.00,22.78,88.31,11.69,54,057,010400
332,West Virginia,Mineral County,11.13,50.37,49.63,46.20,0.13,0.55,3.21,4.23,0.00,0.40,90.36,35.87,53.80,72.75,8.23,22.34,27.48,15.70,21.57,4.68,64.13,27.25,63.73,36.27,30.18,86.72,13.28,54,057,010500
333,West Virginia,Mineral County,14.96,52.79,47.21,38.83,0.21,0.70,6.38,6.28,0.08,0.12,84.54,40.50,61.17,61.70,14.59,20.41,21.93,13.66,24.39,5.02,59.50,38.30,14.98,85.02,34.87,90.01,9.99,54,057,010600
334,West Virginia,Mineral County,13.50,49.50,50.50,45.48,0.05,0.10,7.24,5.09,0.00,0.21,85.89,34.90,54.52,74.14,5.35,22.92,27.32,18.25,21.24,4.93,65.10,25.86,100.00,0.00,30.19,80.18,19.82,54,057,010700
335,West Virginia,Mingo County,10.45,49.35,50.65,50.10,0.05,0.05,0.33,2.09,0.00,0.00,96.58,33.44,49.90,82.50,6.74,21.36,28.99,16.11,21.03,5.76,66.56,17.50,100.00,0.00,30.57,88.60,11.40,54,059,957100
336,West Virginia,Mingo County,11.71,50.05,49.95,56.31,0.12,0.00,0.24,1.59,0.00,0.30,97.11,27.55,43.69,83.33,6.59,23.02,28.35,17.76,20.28,4.00,72.45,16.67,100.00,0.00,24.62,87.40,12.60,54,059,957200
337,West Virginia,Mingo County,11.63,50.89,49.11,50.24,0.13,0.03,0.13,2.76,0.00,0.00,96.26,32.47,49.76,77.14,6.80,23.76,28.58,15.42,19.82,5.62,67.53,22.86,100.00,0.00,28.11,87.24,12.76,54,059,957300
338,West Virginia,Mingo County,15.32,54.96,45.04,34.19,0.39,0.60,7.55,4.27,0.00,0.29,86.06,45.32,65.81,50.66,6.60,22.56,28.79,14.59,21.82,5.63,54.68,49.34,100.00,0.00,39.87,84.78,15.22,54,059,957400
339,West Virginia,Mingo County,14.78,51.21,48.79,42.15,0.15,0.09,1.05,3.56,0.00,0.27,94.13,36.21,57.85,70.23,7.24,23.56,28.64,16.85,18.17,5.54,63.79,29.77,100.00,0.00,31.90,86.38,13.62,54,059,957500
340,West Virginia,Mingo County,12.42,50.56,49.44,49.92,0.10,0.10,1.85,2.42,0.00,0.03,95.10,30.44,50.08,79.71,7.05,21.26,31.49,17.42,18.54,4.24,69.56,20.29,100.00,0.00,26.79,88.00,12.00,54,059,957600
341,West Virginia,Mingo County,10.91,49.41,50.59,50.77,0.00,0.00,0.06,1.20,0.00,0.06,98.07,33.33,49.23,74.12,7.14,19.99,33.05,12.97,21.98,4.86,66.67,25.88,100.00,0.00,29.61,86.93,13.07,54,059,957700
342,West Virginia,Monongalia County,6.37,58.87,41.13,4.65,0.14,2.31,4.28,4.15,0.14,0.20,84.91,85.03,95.35,5.34,65.87,14.28,5.37,3.67,9.38,1.43,14.97,94.66,0.00,100.00,52.50,73.92,26.08,54,061,010101
343,West Virginia,Monongalia County,3.59,47.33,52.67,5.49,0.18,3.16,4.59,5.69,0.09,0.48,82.47,87.34,94.51,3.38,83.90,10.67,1.40,1.25,1.49,1.28,12.66,96.62,0.00,100.00,49.05,79.07,20.93,54,061,010103
344,West Virginia,Monongalia County,4.03,41.42,58.58,7.98,0.03,5.53,4.42,6.10,0.20,0.37,77.25,84.48,92.02,7.63,69.43,19.14,6.24,1.69,2.49,1.01,15.52,92.37,0.00,100.00,51.63,84.37,15.63,54,061,010104
345,West Virginia,Monongalia County,5.73,49.50,50.50,15.94,0.07,2.90,3.92,5.11,0.02,0.13,82.67,75.49,84.06,18.89,60.28,20.96,6.71,4.67,5.20,2.19,24.51,81.11,0.00,100.00,43.91,86.10,13.90,54,061,010202
346,West Virginia,Monongalia County,6.59,49.74,50.26,15.29,0.15,10.42,5.47,4.54,0.12,0.59,73.57,74.82,84.71,16.58,30.39,45.97,9.27,5.07,5.38,3.93,25.18,83.42,0.00,100.00,54.22,88.43,11.57,54,061,010203
347,West Virginia,Monongalia County,2.21,47.87,52.13,5.81,0.18,8.35,6.80,4.93,0.07,0.51,75.59,89.68,94.19,2.49,73.93,20.74,1.80,1.88,0.59,1.07,10.32,97.51,0.00,100.00,61.94,91.72,8.28,54,061,010204
348,West Virginia,Monongalia County,9.18,51.24,48.76,34.29,0.10,4.18,6.04,5.23,0.05,0.29,80.84,52.39,65.71,48.57,12.18,32.71,20.84,10.56,18.75,4.97,47.61,51.43,0.00,100.00,41.19,89.50,10.50,54,061,010400
349,West Virginia,Monongalia County,7.69,52.23,47.77,24.68,0.05,11.46,6.91,4.83,0.07,0.48,71.30,63.49,75.32,29.70,24.34,34.10,11.98,9.12,15.48,4.98,36.51,70.30,0.00,100.00,44.79,88.19,11.81,54,061,010601
350,West Virginia,Monongalia County,6.48,49.03,50.97,27.89,0.09,14.14,5.81,4.64,0.05,0.90,70.87,62.69,72.11,27.63,26.65,36.65,15.17,8.42,6.98,6.12,37.31,72.37,0.00,100.00,44.82,85.84,14.16,54,061,010602
351,West Virginia,Monongalia County,9.34,48.83,51.17,22.26,0.33,1.98,6.57,5.92,0.00,0.62,80.99,63.66,77.74,37.88,33.19,29.88,14.67,9.07,9.23,3.97,36.34,62.12,0.00,100.00,44.79,82.79,17.21,54,061,010700
352,West Virginia,Monongalia County,10.40,50.61,49.39,35.33,0.17,3.12,3.27,5.41,0.00,0.26,84.75,48.56,64.67,60.02,15.29,29.38,21.90,13.78,14.21,5.43,51.44,39.98,6.03,93.97,34.18,84.90,15.10,54,061,010800
353,West Virginia,Monongalia County,8.30,49.24,50.76,27.29,0.59,1.94,5.44,5.93,0.07,0.83,80.69,59.53,72.71,40.03,18.93,37.21,16.85,11.79,10.75,4.47,40.47,59.97,0.00,100.00,39.74,86.74,13.26,54,061,010901
354,West Virginia,Monongalia County,10.22,50.74,49.26,44.65,0.27,1.72,3.67,5.15,0.00,0.12,85.43,40.32,55.35,67.93,9.60,31.24,23.89,12.94,17.27,5.06,59.68,32.07,3.91,96.09,29.84,91.23,8.77,54,061,010902
355,West Virginia,Monongalia County,13.24,44.42,55.58,27.90,0.07,2.09,12.74,5.14,0.10,0.54,74.28,53.96,72.10,48.29,7.74,36.12,26.04,10.50,14.03,5.58,46.04,51.71,2.46,97.54,43.09,89.48,10.52,54,061,011000
356,West Virginia,Monongalia County,11.13,51.17,48.83,36.42,0.27,1.68,4.49,6.37,0.00,0.45,83.93,47.40,63.58,57.80,8.70,36.33,22.82,12.61,13.33,6.20,52.60,42.20,4.52,95.48,37.14,89.93,10.07,54,061,011100
357,West Virginia,Monongalia County,12.18,52.71,47.29,28.23,0.17,0.57,5.41,5.68,0.03,0.30,84.46,53.34,71.77,45.25,21.66,28.48,20.02,9.69,15.51,4.65,46.66,54.75,0.00,100.00,31.58,86.89,13.11,54,061,011200
358,West Virginia,Monongalia County,10.07,50.93,49.07,54.73,0.22,0.17,0.82,5.13,0.05,0.10,92.23,29.31,45.27,83.13,7.09,24.44,29.42,16.67,17.57,4.81,70.69,16.87,94.24,5.76,22.94,91.56,8.44,54,061,011300
