,State_name,County_name,pct_Female_No_SP_CEN_2020,pct_Females_CEN_2020,pct_Males_CEN_2020,pct_MrdCple_HHD_CEN_2020,pct_NH_AIAN_alone_CEN_2020,pct_NH_Asian_alone_CEN_2020,pct_NH_Blk_alone_CEN_2020,pct_NH_Multi_Races_CEN_2020,pct_NH_NHOPI_alone_CEN_2020,pct_NH_SOR_alone_CEN_2020,pct_NH_White_alone_CEN_2020,pct_NonFamily_HHD_CEN_2020,pct_Not_MrdCple_HHD_CEN_2020,pct_Owner_Occp_HU_CEN_2020,pct_Pop_18_24_CEN_2020,pct_Pop_25_44_CEN_2020,pct_Pop_45_64_CEN_2020,pct_Pop_5_17_CEN_2020,pct_Pop_65plus_CEN_2020,pct_Pop_under_5_CEN_2020,pct_Rel_Family_HHD_CEN_2020,pct_Renter_Occp_HU_CEN_2020,pct_RURAL_POP_CEN_2020,pct_URBAN_POP_CEN_2020,pct_Sngl_Prns_HHD_CEN_2020,pct_Tot_Occp_Units_CEN_2020,pct_Vacant_Units_CEN_2020,state,county,tract
152,West Virginia,Harrison County,10.49,49.74,50.26,54.30,0.31,0.22,0.13,5.08,0.00,0.26,93.56,26.60,45.70,85.21,6.70,22.83,29.40,16.21,19.94,4.91,73.40,14.79,64.07,35.93,22.52,88.82,11.18,54,033,030802
153,West Virginia,Harrison County,15.17,51.89,48.11,39.16,0.09,0.28,2.08,4.78,0.12,0.25,89.98,40.53,60.84,73.34,7.72,24.44,27.95,13.62,22.30,3.97,59.47,26.66,1.33,98.67,32.15,90.10,9.90,54,033,031000
154,West Virginia,Harrison County,12.77,50.37,49.63,54.54,0.30,0.73,1.12,3.66,0.00,0.00,91.68,26.99,45.46,73.35,8.06,24.21,28.61,17.97,15.55,5.60,73.01,26.65,65.45,34.55,22.62,90.75,9.25,54,033,031100
155,West Virginia,Harrison County,8.56,50.25,49.75,61.19,0.27,0.27,0.91,3.40,0.00,0.05,93.25,24.89,38.81,90.75,6.48,21.25,31.35,15.99,21.61,3.31,75.11,9.25,100.00,0.00,20.43,94.19,5.81,54,033,031200
156,West Virginia,Harrison County,10.52,49.22,50.78,57.46,0.00,0.22,0.22,2.61,0.04,0.25,94.75,25.62,42.54,86.55,7.21,21.80,30.17,16.08,19.74,5.00,74.38,13.45,100.00,0.00,22.87,93.90,6.10,54,033,031300
157,West Virginia,Harrison County,8.01,50.09,49.91,56.95,0.40,0.27,0.13,2.53,0.00,0.58,94.32,26.92,43.05,86.99,6.39,22.87,28.02,16.61,21.45,4.66,73.08,13.01,100.00,0.00,22.25,90.26,9.74,54,033,031400
158,West Virginia,Harrison County,6.21,47.80,52.20,63.69,0.16,0.71,0.16,3.31,0.00,0.24,93.86,25.24,36.31,88.16,6.14,20.71,29.84,14.49,23.46,5.35,74.76,11.84,100.00,0.00,19.81,86.85,13.15,54,033,031500
159,West Virginia,Harrison County,14.95,48.42,51.58,41.54,0.18,0.41,3.35,3.53,0.00,0.09,90.10,36.40,58.46,67.16,15.78,20.93,25.36,13.43,19.58,4.93,63.60,32.84,100.00,0.00,30.39,81.19,18.81,54,033,031600
160,West Virginia,Harrison County,9.23,48.12,51.88,54.01,0.41,0.00,0.18,2.94,0.00,0.00,95.23,28.29,45.99,86.99,6.60,21.14,30.33,18.26,19.67,4.00,71.71,13.01,100.00,0.00,24.21,89.08,10.92,54,033,031700
161,West Virginia,Harrison County,11.18,49.56,50.44,50.89,0.09,0.09,0.46,4.64,0.09,0.09,93.33,29.96,49.11,81.69,8.05,22.76,27.91,17.10,18.25,5.93,70.04,18.31,80.46,19.54,25.56,90.14,9.86,54,033,031800
162,West Virginia,Harrison County,11.51,51.65,48.35,44.62,0.04,0.34,1.63,3.43,0.09,0.17,92.98,38.06,55.38,69.46,6.51,23.60,27.19,17.13,21.97,3.60,61.94,30.54,0.69,99.31,33.78,91.07,8.93,54,033,031900
163,West Virginia,Harrison County,14.31,51.99,48.01,52.20,0.11,0.14,0.58,3.66,0.00,0.14,94.39,27.69,47.80,78.02,7.46,22.99,25.71,16.94,21.47,5.43,72.31,21.98,82.87,17.13,24.23,91.76,8.24,54,033,032000
164,West Virginia,Harrison County,8.53,51.67,48.33,53.45,0.11,3.15,1.11,4.34,0.00,0.23,88.69,34.47,46.55,76.56,5.55,24.27,26.06,16.03,23.09,5.00,65.53,23.44,4.00,96.00,30.88,94.48,5.52,54,033,032103
165,West Virginia,Harrison County,9.70,51.68,48.32,47.07,0.35,1.90,0.94,3.46,0.07,0.33,90.43,39.04,52.93,72.50,7.49,23.91,25.71,17.71,19.98,5.19,60.96,27.50,12.07,87.93,34.75,93.24,6.76,54,033,032104
166,West Virginia,Jackson County,7.44,49.12,50.88,55.33,0.19,0.19,0.14,2.55,0.00,0.05,96.34,31.93,44.67,85.48,5.97,21.73,31.44,15.68,20.04,5.13,68.07,14.52,100.00,0.00,27.44,83.74,16.26,54,035,963200
167,West Virginia,Jackson County,14.34,52.89,47.11,41.25,0.26,0.43,0.71,4.00,0.02,0.24,92.53,38.78,58.75,63.08,7.47,22.34,25.29,16.43,22.66,5.82,61.22,36.92,100.00,0.00,33.40,90.73,9.27,54,035,963300
168,West Virginia,Jackson County,10.02,49.76,50.24,55.59,0.03,0.34,0.34,3.52,0.00,0.39,94.74,28.64,44.41,85.26,6.39,21.67,28.01,16.78,21.96,5.18,71.36,14.74,100.00,0.00,24.18,87.75,12.25,54,035,963400
169,West Virginia,Jackson County,10.30,50.56,49.44,53.56,0.21,0.25,0.35,4.14,0.00,0.39,94.11,29.79,46.44,81.80,6.88,23.58,26.60,16.98,19.82,6.14,70.21,18.20,100.00,0.00,23.86,90.94,9.06,54,035,963500
170,West Virginia,Jackson County,11.80,52.02,47.98,43.57,0.13,0.53,0.15,2.47,0.00,0.33,95.63,39.54,56.43,69.19,7.99,22.50,26.98,14.48,22.96,5.08,60.46,30.81,100.00,0.00,34.90,89.57,10.43,54,035,963600
171,West Virginia,Jackson County,8.52,50.07,49.93,58.96,0.17,0.42,0.39,2.48,0.00,0.23,95.78,28.06,41.04,84.11,7.48,20.28,31.79,14.46,21.15,4.84,71.94,15.89,100.00,0.00,24.41,93.85,6.15,54,035,963701
172,West Virginia,Jackson County,11.62,49.91,50.09,56.75,0.09,0.09,0.40,2.53,0.02,0.00,96.15,26.40,43.25,78.59,8.37,21.68,28.44,17.66,18.65,5.20,73.60,21.41,100.00,0.00,21.72,91.79,8.21,54,035,963702
173,West Virginia,Jefferson County,8.40,52.31,47.69,56.66,0.21,1.45,7.93,5.51,0.00,0.52,79.94,30.42,43.34,81.50,21.44,18.05,22.58,14.80,19.58,3.56,69.58,18.50,100.00,0.00,25.60,93.21,6.79,54,037,972201
174,West Virginia,Jefferson County,9.85,49.32,50.68,56.92,0.16,0.96,5.67,5.71,0.04,0.20,83.32,28.93,43.08,84.80,9.89,18.33,29.86,13.79,24.44,3.70,71.07,15.20,100.00,0.00,24.32,87.60,12.40,54,037,972203
175,West Virginia,Jefferson County,10.88,51.56,48.44,44.56,0.12,0.90,2.63,4.51,0.00,0.57,87.20,39.77,55.44,68.57,8.86,21.90,30.02,13.90,21.45,3.86,60.23,31.43,100.00,0.00,30.30,91.74,8.26,54,037,972204
176,West Virginia,Jefferson County,12.09,49.86,50.14,56.05,0.35,0.72,4.64,5.30,0.00,0.61,82.86,25.85,43.95,84.34,6.94,21.82,31.25,16.87,17.49,5.62,74.15,15.66,88.38,11.62,19.83,93.75,6.25,54,037,972300
177,West Virginia,Jefferson County,16.16,51.32,48.68,36.71,0.18,1.99,11.63,8.02,0.00,0.70,62.62,39.95,63.29,57.72,8.79,26.60,26.31,15.67,17.29,5.33,60.05,42.28,0.00,100.00,32.50,89.12,10.88,54,037,972401
178,West Virginia,Jefferson County,16.77,50.71,49.29,45.10,0.31,2.31,8.09,7.15,0.00,0.58,72.18,32.15,54.90,72.43,7.33,27.03,26.16,18.94,14.10,6.43,67.85,27.57,32.26,67.74,24.90,94.93,5.07,54,037,972402
179,West Virginia,Jefferson County,9.73,51.80,48.20,60.77,0.19,1.47,5.59,5.14,0.02,0.38,78.34,24.79,39.23,87.45,6.64,24.58,27.27,20.12,15.75,5.63,75.21,12.55,18.37,81.63,20.03,96.71,3.29,54,037,972501
180,West Virginia,Jefferson County,13.77,51.05,48.95,50.47,0.20,2.22,7.71,6.20,0.05,0.54,71.52,30.21,49.53,73.66,7.51,26.03,26.62,21.86,12.77,5.21,69.79,26.34,0.62,99.38,25.00,96.21,3.79,54,037,972503
181,West Virginia,Jefferson County,12.34,50.87,49.13,34.94,0.00,1.29,12.87,6.21,0.00,0.52,69.54,47.12,65.06,50.00,6.58,23.96,30.06,14.60,20.85,3.96,52.88,50.00,2.44,97.56,38.86,91.50,8.50,54,037,972505
182,West Virginia,Jefferson County,12.05,51.90,48.10,49.44,0.17,2.81,9.54,5.16,0.02,0.36,71.36,32.81,50.56,69.29,6.61,24.55,27.09,17.53,18.42,5.81,67.19,30.71,24.50,75.50,26.92,94.73,5.27,54,037,972506
183,West Virginia,Jefferson County,11.84,49.95,50.05,41.04,0.21,0.51,3.64,4.72,0.00,0.51,86.56,41.49,58.96,66.07,6.87,23.38,30.97,13.28,21.49,4.00,58.51,33.93,96.56,3.44,34.72,85.95,14.05,54,037,972601
184,West Virginia,Jefferson County,6.98,49.97,50.03,70.53,0.04,1.90,3.37,4.79,0.00,0.52,82.30,18.83,29.47,91.61,7.62,20.68,30.00,19.68,17.14,4.88,81.17,8.39,72.98,27.02,15.05,92.70,7.30,54,037,972602
185,West Virginia,Jefferson County,9.75,47.55,52.45,46.81,0.25,0.22,0.90,5.02,0.04,0.18,87.33,35.99,53.19,81.38,6.68,25.02,32.31,15.20,15.56,5.23,64.01,18.62,100.00,0.00,28.28,86.30,13.70,54,037,972701
186,West Virginia,Jefferson County,7.56,48.39,51.61,51.88,0.14,0.49,0.85,5.07,0.00,0.73,88.59,33.00,48.12,89.33,7.21,25.34,31.58,15.27,15.20,5.40,67.00,10.67,100.00,0.00,26.14,88.58,11.42,54,037,972702
187,West Virginia,Jefferson County,7.78,49.95,50.05,62.51,0.12,1.02,3.89,4.57,0.07,0.73,85.41,24.02,37.49,86.67,7.82,19.90,32.85,17.12,17.33,4.98,75.98,13.33,93.55,6.45,19.06,92.70,7.30,54,037,972800
188,West Virginia,Kanawha County,22.53,52.49,47.51,20.99,0.46,0.54,24.56,8.90,0.15,1.23,61.93,48.46,79.01,37.20,6.83,28.24,28.70,16.65,12.89,6.68,51.54,62.80,0.00,100.00,38.57,84.32,15.68,54,039,000100
189,West Virginia,Kanawha County,24.74,53.56,46.44,35.39,0.30,0.26,21.45,6.69,0.04,0.30,69.96,34.03,64.61,60.23,6.99,25.29,25.33,17.74,17.22,7.42,65.97,39.77,18.82,81.18,27.66,88.29,11.71,54,039,000200
190,West Virginia,Kanawha County,13.01,50.87,49.13,41.37,0.66,0.62,3.96,4.43,0.04,0.35,88.15,38.77,58.63,74.59,5.75,26.27,28.37,13.06,21.61,4.94,61.23,25.41,24.41,75.59,31.40,85.47,14.53,54,039,000300
191,West Virginia,Kanawha County,15.46,53.07,46.93,28.92,0.37,0.70,11.11,6.46,0.00,0.28,79.32,51.21,71.08,59.52,6.92,27.14,24.30,11.06,25.84,4.74,48.79,40.48,0.00,100.00,41.54,78.66,21.34,54,039,000500
192,West Virginia,Kanawha County,18.91,52.35,47.65,31.26,0.27,0.67,21.73,6.91,0.00,0.85,68.09,44.38,68.74,63.84,6.36,27.57,26.95,14.95,18.81,5.36,55.62,36.16,0.00,100.00,34.67,84.53,15.47,54,039,000600
193,West Virginia,Kanawha County,21.51,52.82,47.18,18.07,0.27,0.32,44.58,8.33,0.00,0.82,43.62,55.07,81.93,39.67,7.51,25.68,30.60,13.84,18.03,4.33,44.93,60.33,0.00,100.00,46.08,79.12,20.88,54,039,000700
194,West Virginia,Kanawha County,18.36,52.60,47.40,16.70,0.05,1.13,33.14,6.33,0.26,0.98,54.81,60.37,83.30,28.53,7.77,29.90,27.17,14.10,16.62,4.43,39.63,71.47,0.00,100.00,50.10,81.01,18.99,54,039,000800
195,West Virginia,Kanawha County,12.14,54.66,45.34,11.03,0.00,2.33,26.60,6.74,0.17,0.60,60.62,74.07,88.97,12.97,4.49,23.23,30.92,9.07,29.27,3.02,25.93,87.03,0.00,100.00,71.03,88.85,11.15,54,039,000900
196,West Virginia,Kanawha County,16.32,53.09,46.91,33.01,0.36,1.72,17.17,5.72,0.00,0.53,72.75,46.28,66.99,54.63,7.84,23.53,27.12,14.07,21.81,5.63,53.72,45.37,9.63,90.37,39.95,84.48,15.52,54,039,001100
197,West Virginia,Kanawha County,14.40,49.59,50.41,17.02,0.44,0.31,32.04,6.96,0.00,0.75,56.93,62.70,82.98,27.49,5.77,31.66,32.60,11.66,13.61,4.70,37.30,72.51,0.00,100.00,52.49,80.85,19.15,54,039,001200
198,West Virginia,Kanawha County,7.69,51.02,48.98,17.26,0.32,2.28,13.62,7.25,0.08,0.48,72.85,71.49,82.74,22.69,6.61,30.76,29.96,8.89,20.10,3.68,28.51,77.31,0.00,100.00,63.67,81.64,18.36,54,039,001300
199,West Virginia,Kanawha County,10.40,52.38,47.62,36.28,0.11,4.08,7.08,4.39,0.02,0.44,81.74,49.92,63.72,61.95,18.33,22.83,23.24,9.48,22.56,3.56,50.08,38.05,0.00,100.00,42.11,89.67,10.33,54,039,001500
200,West Virginia,Kanawha County,13.47,53.23,46.77,26.33,0.19,3.48,7.52,6.72,0.00,0.37,79.42,54.49,73.67,53.64,5.04,27.67,30.16,10.39,22.51,4.23,45.51,46.36,0.00,100.00,46.12,84.60,15.40,54,039,001700
201,West Virginia,Kanawha County,14.69,51.64,48.36,46.54,0.19,2.72,10.13,5.81,0.00,0.78,78.93,34.22,53.46,71.37,6.59,20.63,26.58,15.00,25.87,5.32,65.78,28.63,21.33,78.67,28.06,89.03,10.97,54,039,001800
202,West Virginia,Kanawha County,10.72,51.82,48.18,56.98,0.08,5.23,1.99,2.94,0.11,0.71,87.85,28.86,43.02,90.27,6.05,19.99,27.97,18.52,23.61,3.87,71.14,9.73,1.17,98.83,26.21,92.93,7.07,54,039,001901
203,West Virginia,Kanawha County,7.89,50.71,49.29,55.27,0.05,5.48,1.47,4.50,0.05,0.38,86.50,33.16,44.73,85.20,6.33,20.13,27.47,17.51,24.96,3.60,66.84,14.80,12.27,87.73,29.73,89.37,10.63,54,039,001902
204,West Virginia,Kanawha County,10.41,51.80,48.20,43.87,0.07,2.56,5.25,4.77,0.00,0.48,84.62,41.09,56.13,71.40,7.36,26.50,25.02,16.03,20.01,5.08,58.91,28.60,0.00,100.00,36.24,88.41,11.59,54,039,002000
205,West Virginia,Kanawha County,18.15,52.06,47.94,44.29,0.21,3.76,9.49,6.75,0.00,0.48,77.42,32.28,55.71,65.86,6.96,27.10,22.96,18.06,17.16,7.76,67.72,34.14,0.00,100.00,27.70,91.24,8.76,54,039,002100
206,West Virginia,Kanawha County,15.01,52.93,47.07,31.78,0.21,2.12,13.71,6.96,0.05,0.39,74.83,47.88,68.22,50.93,8.97,25.72,26.16,13.27,21.32,4.55,52.12,49.07,5.00,95.00,39.26,87.55,12.45,54,039,010100
207,West Virginia,Kanawha County,14.80,53.43,46.57,29.32,0.14,0.85,10.49,6.30,0.05,0.09,80.10,50.66,70.68,59.87,6.49,23.61,25.73,13.31,26.25,4.61,49.34,40.13,0.00,100.00,44.02,88.72,11.28,54,039,010200
208,West Virginia,Kanawha County,16.13,53.99,46.01,30.06,0.59,0.41,16.01,6.00,0.05,0.41,74.70,48.00,69.94,67.56,7.13,23.73,28.60,12.54,22.87,5.14,52.00,32.44,0.00,100.00,39.69,84.79,15.21,54,039,010300
209,West Virginia,Kanawha County,20.62,51.95,48.05,30.47,0.07,0.80,53.48,5.77,0.00,0.53,36.12,42.70,69.53,59.85,23.59,17.63,22.00,14.51,18.16,4.11,57.30,40.15,12.13,87.87,35.40,79.42,20.58,54,039,010400
210,West Virginia,Kanawha County,13.03,50.92,49.08,44.97,0.06,1.57,6.08,4.92,0.00,0.43,84.60,35.85,55.03,67.52,7.40,25.14,28.07,16.19,18.19,5.02,64.15,32.48,24.23,75.77,30.75,88.87,11.13,54,039,010500
211,West Virginia,Kanawha County,15.98,54.33,45.67,33.23,0.31,0.31,3.46,4.85,0.00,0.77,88.83,44.84,66.77,61.94,7.96,25.17,24.20,15.19,22.56,4.92,55.16,38.06,0.00,100.00,38.58,88.06,11.94,54,039,010601
212,West Virginia,Kanawha County,13.23,50.99,49.01,39.24,0.83,1.53,3.31,4.22,0.04,0.50,86.96,40.95,60.76,59.77,8.20,24.83,26.78,13.74,21.98,4.47,59.05,40.23,13.87,86.13,35.46,90.84,9.16,54,039,010602
213,West Virginia,Kanawha County,15.35,52.10,47.90,41.93,0.16,1.09,7.37,4.85,0.00,0.26,84.42,37.36,58.07,66.39,9.02,25.52,26.99,15.82,17.63,5.01,62.64,33.61,0.00,100.00,30.79,91.81,8.19,54,039,010701
214,West Virginia,Kanawha County,11.77,50.87,49.13,50.21,0.09,0.21,2.71,3.93,0.02,0.17,91.47,31.71,49.79,83.09,6.38,23.54,29.82,14.91,20.26,5.09,68.29,16.91,49.50,50.50,26.57,90.43,9.57,54,039,010702
215,West Virginia,Kanawha County,11.34,50.27,49.73,51.32,0.07,0.00,0.27,2.46,0.00,0.24,96.32,31.54,48.68,85.35,7.71,20.74,30.93,14.67,21.04,4.91,68.46,14.65,100.00,0.00,25.91,90.42,9.58,54,039,010802
216,West Virginia,Kanawha County,10.95,51.32,48.68,49.25,0.14,0.29,0.32,3.35,0.02,0.20,94.53,34.19,50.75,76.76,7.37,21.69,28.18,15.68,22.19,4.89,65.81,23.24,100.00,0.00,29.38,91.72,8.28,54,039,010803
217,West Virginia,Kanawha County,10.72,51.64,48.36,53.06,0.22,0.26,0.57,2.37,0.00,0.13,95.71,32.17,46.94,80.53,5.08,18.92,29.61,15.86,25.97,4.56,67.83,19.47,100.00,0.00,28.77,88.39,11.61,54,039,010804
218,West Virginia,Kanawha County,13.72,50.59,49.41,44.99,0.19,0.14,0.33,3.01,0.00,0.00,95.72,33.63,55.01,80.65,6.73,21.41,28.75,16.85,21.08,5.18,66.37,19.35,96.52,3.48,28.35,89.35,10.65,54,039,010900
219,West Virginia,Kanawha County,10.93,51.58,48.42,44.85,0.18,0.67,1.32,3.68,0.02,0.43,92.59,40.02,55.15,74.18,6.29,23.47,29.71,13.56,22.61,4.36,59.98,25.82,44.53,55.47,33.82,87.64,12.36,54,039,011000
220,West Virginia,Kanawha County,10.74,51.80,48.20,48.57,0.02,0.12,0.19,2.83,0.05,0.21,96.11,33.70,51.43,79.63,7.06,20.67,29.27,14.60,23.73,4.66,66.30,20.37,78.83,21.17,29.35,88.33,11.67,54,039,011100
221,West Virginia,Kanawha County,10.72,50.32,49.68,51.19,0.17,0.17,0.06,3.06,0.06,0.19,95.68,31.95,48.81,81.64,7.29,21.77,27.83,15.74,22.35,5.01,68.05,18.36,90.31,9.69,27.10,83.91,16.09,54,039,011200
222,West Virginia,Kanawha County,12.43,51.37,48.63,45.51,0.22,0.36,1.16,3.11,0.00,0.22,94.15,37.53,54.49,79.76,6.72,22.18,29.05,13.84,24.13,4.08,62.47,20.24,77.64,22.36,33.42,91.06,8.94,54,039,011301
223,West Virginia,Kanawha County,9.88,51.64,48.36,54.83,0.15,0.28,0.41,3.15,0.00,0.21,94.69,30.87,45.17,82.02,6.53,21.38,28.46,15.49,23.35,4.79,69.13,17.98,43.63,56.37,26.88,93.31,6.69,54,039,011302
224,West Virginia,Kanawha County,11.89,51.39,48.61,38.94,0.44,2.01,2.74,4.01,0.00,0.15,89.23,44.77,61.06,52.35,8.25,30.04,26.97,10.66,19.85,4.23,55.23,47.65,58.47,41.53,37.27,84.83,15.17,54,039,011401
225,West Virginia,Kanawha County,13.64,51.77,48.23,45.66,0.06,0.42,0.51,3.80,0.00,0.06,94.28,35.08,54.34,75.27,7.57,22.84,29.58,13.06,22.17,4.79,64.92,24.73,78.63,21.37,30.71,88.05,11.95,54,039,011402
226,West Virginia,Kanawha County,16.84,53.72,46.28,37.11,0.12,0.27,14.52,5.84,0.00,0.62,77.20,40.20,62.89,64.23,8.46,21.06,27.97,15.32,22.26,4.94,59.80,35.77,0.00,100.00,35.09,83.38,16.62,54,039,011500
227,West Virginia,Kanawha County,14.70,50.77,49.23,44.20,0.07,0.07,1.89,3.89,0.00,0.47,93.03,33.84,55.80,79.67,7.53,21.02,27.52,15.17,24.23,4.54,66.16,20.33,51.33,48.67,27.98,88.67,11.33,54,039,011800
228,West Virginia,Kanawha County,14.46,50.43,49.57,45.38,0.16,0.31,4.35,5.67,0.03,0.60,88.16,33.12,54.62,72.22,7.69,22.95,27.79,15.93,20.88,4.77,66.88,27.78,98.14,1.86,27.78,87.23,12.77,54,039,012100
229,West Virginia,Kanawha County,15.00,50.78,49.22,40.75,0.28,0.16,2.71,3.95,0.00,0.02,92.03,37.53,59.25,73.87,8.50,20.89,28.72,14.38,22.86,4.64,62.47,26.13,29.66,70.34,31.56,87.20,12.80,54,039,012200
230,West Virginia,Kanawha County,11.87,45.86,54.14,54.26,0.27,2.05,2.36,2.79,0.00,0.27,90.92,26.51,45.74,84.12,6.89,27.39,27.64,16.02,17.47,4.60,73.49,15.88,71.20,28.80,21.88,90.80,9.20,54,039,012301
231,West Virginia,Kanawha County,16.18,54.49,45.51,38.31,0.00,0.23,1.08,3.51,0.09,0.28,93.36,37.08,61.69,66.40,8.98,20.25,28.95,13.14,23.53,5.14,62.92,33.60,33.68,66.32,31.24,83.73,16.27,54,039,012302
232,West Virginia,Kanawha County,12.47,52.88,47.12,42.00,0.02,1.05,5.67,4.91,0.10,0.45,86.28,39.97,58.00,77.74,6.22,27.89,25.37,15.34,20.22,4.95,60.03,22.26,0.00,100.00,32.32,91.04,8.96,54,039,012800
233,West Virginia,Kanawha County,15.42,52.19,47.81,24.92,0.49,2.11,11.35,6.65,0.00,0.65,76.18,53.27,75.08,35.67,6.81,28.04,28.12,13.61,19.37,4.05,46.73,64.33,0.00,100.00,44.55,81.37,18.63,54,039,012900
234,West Virginia,Kanawha County,14.61,57.45,42.55,17.65,0.48,0.81,7.64,3.30,0.05,0.76,85.00,63.14,82.35,62.48,6.49,21.87,26.98,10.36,30.66,3.63,36.86,37.52,0.00,100.00,57.47,87.06,12.94,54,039,013001
235,West Virginia,Kanawha County,12.16,52.89,47.11,40.73,0.13,2.77,3.48,3.94,0.00,0.29,87.33,41.53,59.27,63.18,7.26,23.15,26.55,12.84,25.59,4.61,58.47,36.82,1.80,98.20,36.29,92.99,7.01,54,039,013002
236,West Virginia,Kanawha County,19.65,53.68,46.32,35.80,0.05,0.94,12.83,6.39,0.07,0.52,77.33,39.68,64.20,63.00,7.56,25.48,23.33,15.69,21.01,6.93,60.32,37.00,12.79,87.21,34.87,88.52,11.48,54,039,013100
237,West Virginia,Kanawha County,10.96,49.37,50.63,50.54,0.31,0.31,2.18,4.09,0.00,0.31,92.01,31.87,49.46,78.44,7.10,22.01,31.65,14.77,20.29,4.18,68.13,21.56,65.88,34.12,25.88,89.20,10.80,54,039,013200
238,West Virginia,Kanawha County,9.73,50.45,49.55,50.14,0.00,0.59,3.89,3.81,0.00,0.47,89.30,34.01,49.86,84.52,6.84,25.29,27.29,14.79,20.96,4.84,65.99,15.48,6.92,93.08,28.54,91.36,8.64,54,039,013300
239,West Virginia,Kanawha County,17.65,53.99,46.01,29.71,0.40,0.60,6.97,6.22,0.00,0.55,82.79,44.46,70.29,54.36,7.43,25.54,26.19,14.60,21.37,4.87,55.54,45.64,0.00,100.00,37.57,87.39,12.61,54,039,013400
240,West Virginia,Kanawha County,12.92,52.25,47.75,39.98,0.07,0.55,4.14,5.27,0.00,0.33,88.23,41.69,60.02,75.87,5.89,24.06,25.76,14.14,26.02,4.14,58.31,24.13,0.00,100.00,34.88,89.60,10.40,54,039,013500
241,West Virginia,Kanawha County,13.43,51.87,48.13,42.01,0.19,0.52,4.12,4.74,0.02,0.38,88.78,38.84,57.99,67.22,7.12,24.00,26.55,14.66,22.44,5.22,61.16,32.78,16.17,83.83,34.15,90.30,9.70,54,039,013600
242,West Virginia,Kanawha County,11.03,50.28,49.72,54.79,0.24,0.57,0.95,4.70,0.09,0.33,92.41,26.79,45.21,89.21,6.88,24.53,29.17,19.45,15.61,4.36,73.21,10.79,50.24,49.76,20.61,92.91,7.09,54,039,013701
243,West Virginia,Kanawha County,14.16,50.72,49.28,45.06,0.25,0.38,3.00,4.32,0.02,0.32,90.37,34.37,54.94,78.33,7.54,23.45,27.46,15.87,21.00,4.69,65.63,21.67,22.09,77.91,28.31,90.79,9.21,54,039,013702
244,West Virginia,Kanawha County,19.42,51.31,48.69,34.47,0.09,0.18,6.26,5.15,0.00,0.53,86.94,37.14,65.53,59.34,8.80,25.59,27.01,17.86,14.97,5.78,62.86,40.66,6.53,93.47,30.63,84.34,15.66,54,039,013800
245,West Virginia,Lewis County,9.92,50.11,49.89,50.26,0.08,0.33,0.16,2.72,0.08,0.00,95.96,33.25,49.74,80.55,7.09,22.45,29.26,15.55,21.40,4.26,66.75,19.45,92.31,7.69,28.38,88.49,11.51,54,041,967200
246,West Virginia,Lewis County,12.68,51.17,48.83,50.83,0.17,0.19,0.22,3.25,0.00,0.00,95.02,30.92,49.17,75.71,6.12,22.04,27.21,16.00,22.57,6.07,69.08,24.29,100.00,0.00,26.90,90.41,9.59,54,041,967300
247,West Virginia,Lewis County,10.77,52.30,47.70,35.71,0.04,0.63,0.30,3.78,0.00,0.33,92.92,47.33,64.29,57.55,6.79,23.03,29.34,13.69,22.48,4.67,52.67,42.45,27.52,72.48,41.29,83.56,16.44,54,041,967400
248,West Virginia,Lewis County,16.27,48.32,51.68,42.25,0.07,0.66,1.38,3.32,0.10,0.46,92.50,35.26,57.75,69.76,7.83,26.71,26.97,15.82,17.14,5.53,64.74,30.24,27.76,72.24,27.51,85.26,14.74,54,041,967500
249,West Virginia,Lewis County,9.53,48.04,51.96,52.26,0.17,0.03,0.03,4.10,0.03,0.00,95.08,32.57,47.74,83.16,6.87,22.59,29.26,16.60,19.82,4.86,67.43,16.84,100.00,0.00,26.58,84.78,15.22,54,041,967600
250,West Virginia,Lincoln County,9.24,50.90,49.10,57.13,0.06,0.09,0.09,3.09,0.00,0.25,94.96,28.13,42.87,80.72,6.90,22.83,27.26,17.91,19.12,5.97,71.87,19.28,100.00,0.00,24.22,88.94,11.06,54,043,955401
251,West Virginia,Lincoln County,12.97,50.21,49.79,53.37,0.24,0.21,0.28,1.84,0.00,0.21,96.43,27.62,46.63,80.02,7.42,23.08,27.06,16.87,19.96,5.61,72.38,19.98,100.00,0.00,22.91,88.11,11.89,54,043,955402
252,West Virginia,Lincoln County,13.53,52.09,47.91,46.42,0.03,0.00,0.23,2.74,0.00,0.03,96.51,32.89,53.58,76.58,7.71,20.09,29.06,16.05,21.99,5.11,67.11,23.42,100.00,0.00,28.05,83.64,16.36,54,043,955500
253,West Virginia,Lincoln County,13.73,51.25,48.75,45.81,0.23,0.11,0.16,2.02,0.00,0.02,97.00,34.40,54.19,72.55,6.98,22.00,29.87,17.22,19.24,4.69,65.60,27.45,100.00,0.00,29.82,85.49,14.51,54,043,955600
254,West Virginia,Lincoln County,10.38,49.48,50.52,54.20,0.00,0.13,0.03,1.68,0.00,0.10,97.16,28.01,45.80,82.54,6.65,23.85,27.47,16.66,20.69,4.68,71.99,17.46,100.00,0.00,23.23,84.13,15.87,54,043,955700
