,attributes.OID,attributes.OBJECTID,attributes.BASENAME,attributes.PREDIR,attributes.PREDIRABRV,attributes.PREQUAL,attributes.PREQUALABRV,attributes.PRETYP,attributes.PRETYPEABRV,attributes.RTTYP,attributes.SUFDIR,attributes.SUFDIRABRV,attributes.SUFQUAL,attributes.SUFQUALABRV,attributes.SUFTYP,attributes.SUFTYPEABRV,attributes.NAME,attributes.MTFCC,geometry
216,1108311393937,228930,27,,,,,586.0,State Rte,S,,,,,,,State Rte 27,S1200,"LINESTRING (-73.85725199972613 40.67019800009921, -73.85817300016613 40.670054999934905, -73.85909500043103 40.66992400010134, -73.86001699979762 40.66977900026107, -73.86094099971234 40.66963700010729, -73.8628110001814 40.66938299971137, -73.86375000016474 40.66925399970583, -73.8658530002623 40.66893999994348, -73.8664709998553 40.668858000126626, -73.86759999980943 40.66870099983864, -73.86829699994342 40.66860199968397, -73.86867100003724 40.66854899971975, -73.86888799977223 40.66852099969589, -73.869013000344 40.66849699995814, -73.86914100039051 40.66845999974932, -73.86922699970593 40.66842900031353, -73.86936099960023 40.668356000046764, -73.8696049999977 40.668203999822886, -73.86991999964197 40.6679750002883, -73.87006799977996 40.66787899981805, -73.87059199966163 40.66746700017696, -73.87085299977753 40.66728099989535, -73.87142299968994 40.66687200009284, -73.87163699995017 40.66672400029761, -73.87171800014102 40.66667199979435, -73.87178199971513 40.666641000208884, -73.8721039999304 40.666474999721466, -73.87262299978919 40.66622899973339, -73.87344799996968 40.665891000042656, -73.87426200027954 40.66553700014685, -73.87508599973685 40.66519400024749, -73.87589500002385 40.66483499992365, -73.87671299963336 40.664482999802544, -73.87753000031627 40.6641300002391, -73.87835899979645 40.6637909998166, -73.8791720002814 40.66344199991736, -73.87998200039331 40.6630859999994, -73.88081000004857 40.66272200030074, -73.88187700007842 40.66226400027641, -73.88323500036141 40.66167900017526, -73.88404700012315 40.66131700031758, -73.8848739999535 40.66096099996094, -73.8857400001419 40.660593999841964, -73.88631300042734 40.66035899991602, -73.88715000030342 40.65998799976571, -73.88838600038768 40.65945199972517, -73.88894000040655 40.6592029999398)"
217,1108311393673,228915,Linden,,,,,,,M,,,,,142.0,Blvd,Linden Blvd,S1200,"LINESTRING (-73.85096500007303 40.67172000028463, -73.85128700028832 40.671745999935865, -73.85161199997833 40.671757000047315, -73.85193800039158 40.67175000003853, -73.85226200025667 40.67172600010021, -73.85258199992381 40.67170999968234, -73.85289900011622 40.6716300002606, -73.85313699976759 40.67156299992157, -73.8533900003859 40.67146999976649, -73.85379100024389 40.671279000096234, -73.85411099991103 40.6711330002719, -73.85438899974537 40.67097899983072, -73.85457700006636 40.67088900016919, -73.85477500043307 40.67081199971132, -73.8549810002974 40.670746000124076, -73.85519200018459 40.67069299981979, -73.85540800009466 40.67065399972327, -73.85549299958515 40.67063100028456, -73.85576700011985 40.67055700017042, -73.85630299969705 40.670449999685246, -73.85728199986337 40.67031199978656)"
218,1104988993154,186014,Robert F Kennedy,,,,,,,M,,,,,147.0,Brg,Robert F Kennedy Brg,S1200,"LINESTRING (-73.92010500013191 40.79762799966205, -73.92001999974309 40.79759800017096, -73.91992000018398 40.79756300029416, -73.91983099959721 40.797482999729326)"
219,1104988971572,186007,Triborough,,,,,,,M,,,,,147.0,Brg,Triborough Brg,S1200,"LINESTRING (-73.91983099959721 40.797482999729326, -73.91982899994738 40.797685999954524)"
220,1104988993444,186019,Triborough,,,,,,,M,,,,,147.0,Brg,Triborough Brg,S1200,"LINESTRING (-73.9241530001433 40.792507000212154, -73.92291000038637 40.79364599987235, -73.92229100007017 40.7941689997448, -73.92043300019498 40.79583299990208, -73.92003800018477 40.79617099983193, -73.91984599966582 40.796352999813756, -73.91965099967216 40.796588999779566, -73.919583999725 40.796726999831876, -73.91955899961066 40.79680499991197, -73.91954600009016 40.79687000002205, -73.9195419998922 40.79691600010335, -73.91954400044035 40.79697099995174, -73.91955399958778 40.79706099991448, -73.91956399963351 40.79711200026989, -73.91961600041039 40.79724700022148, -73.91964700037252 40.79729500006258, -73.91970799957357 40.79737799986172, -73.91983099959721 40.797482999729326)"
221,1105281252085,189749,Brooklyn Queens,,,,,,,M,,,,,262.0,Expy,Brooklyn Queens Expy,S1200,"LINESTRING (-73.90698299975632 40.76870199980725, -73.90592499994729 40.76844200027169)"
222,1104977819254,185854,9,,,,,641.0,US Rte,U,,,,,,,US Rte 9,S1200,"LINESTRING (-73.90609800019966 40.87706599986748, -73.9056570001587 40.87770599997319, -73.90521699994265 40.87831400004775, -73.90478699977231 40.87892400024811, -73.90440900037888 40.87946000018022, -73.90393700037576 40.88013400024494, -73.90356199955872 40.8806519999092, -73.90343400041051 40.88082199973632, -73.90282199976701 40.88168700022375, -73.90158700040598 40.883482000011185, -73.90104300043286 40.88437099968104, -73.90064699969943 40.8850989997257, -73.90036899986507 40.88563200013786, -73.90023999999366 40.88587799992505, -73.90018200026732 40.885972999951505)"
223,1105016511041,187101,Bronx and Pelham,,,,,,,M,,,,,460.0,Pkwy,Bronx and Pelham Pkwy,S1200,"LINESTRING (-73.87539399970844 40.85563500013005, -73.87408099963129 40.85589700026669, -73.87276900027734 40.85615900004661, -73.87246499960541 40.85622600004181, -73.87234300030501 40.85625299977735, -73.8719209996323 40.85636099996824, -73.87167999960788 40.8564629998359, -73.8691039996823 40.85721899983438)"
224,1105013310122,186881,25,,,,,579.0,State Hwy,S,,,,,,,State Hwy 25,S1200,"LINESTRING (-73.8535879998543 40.727134999835855, -73.8536449997557 40.72710000027694)"
225,1105013312096,186933,Queens,,,,,,,M,,,,,142.0,Blvd,Queens Blvd,S1200,"LINESTRING (-73.9331220000272 40.74499399995887, -73.93282300027646 40.74496399983431, -73.93257700022917 40.74494100018337, -73.93164900011647 40.744833000266084, -73.93072400037684 40.744709000270845, -73.92979600026418 40.74460600025274, -73.92887300017436 40.744483000299624, -73.92794800043471 40.74437300006585, -73.92701699994899 40.74427499982808, -73.92612499982131 40.7441659997204, -73.92515800024889 40.74405799990587, -73.9242300001362 40.743955000240724, -73.92331600026722 40.74385600027344, -73.9223799997586 40.74374799995547, -73.92145099982103 40.743633999996746, -73.92052699990629 40.74352200012168, -73.9195970001438 40.74342199970919, -73.91867400005398 40.743296000200516, -73.91772300037509 40.74319799973703, -73.91683600027028 40.74310399971235, -73.91614800035711 40.74304799969242, -73.91587800002036 40.74299799982926, -73.91575900019468 40.74298699990876, -73.91494900008279 40.742908000116955, -73.91400900027453 40.74279499988977, -73.91373599956474 40.74276400032396, -73.91280499997733 40.74265899971117, -73.91256700032594 40.74262999970719, -73.91190799982677 40.74256399979176, -73.91126000009658 40.74247299967722, -73.91101499987418 40.74243899983434, -73.91070400042788 40.74240999973444, -73.91011500024891 40.74235200017727, -73.9094030000463 40.742283999669816, -73.90920600040279 40.74227000017726, -73.90826599969624 40.742136999746485, -73.9074530001096 40.74204300026419, -73.90543700005067 40.74179199969224, -73.90454200044826 40.741680999945295, -73.90364399957448 40.74157000001311, -73.90249399970395 40.741450999892365, -73.90149399962125 40.74133600024831, -73.9009899998311 40.74127600008871, -73.90052700004883 40.74122399990669, -73.8996459997918 40.741116999914624, -73.89956200012622 40.74110899987012, -73.89915299987231 40.74106900031385, -73.89877799995358 40.74099000028588, -73.8986800000443 40.7409790000333, -73.89860899989918 40.740969000297106, -73.89859200018074 40.74096600010368, -73.89845999993626 40.74094599994524, -73.89782399990162 40.740820999669644, -73.89767599976362 40.74079300006572, -73.89752900034885 40.74076499976943, -73.89685599960599 40.740637000306705, -73.89583799997993 40.74045299975414, -73.89468499973633 40.74023300006773, -73.89420199986259 40.740123000292016, -73.89220800044326 40.73975599977389, -73.89074800005302 40.739489000303664, -73.89025400030862 40.73939099967608, -73.8896690003276 40.739301999710314, -73.88828400028042 40.739039999792766, -73.88769400027654 40.73890499997276, -73.88725300023559 40.73883600015559, -73.88637199997858 40.73867599972214, -73.88568999991318 40.738552999693106, -73.8856070000725 40.73853599979291, -73.88470200042437 40.73836800030571, -73.88364500044024 40.73817199968708, -73.88261299967216 40.73795199994393, -73.88178500001692 40.73780699974634, -73.88165299977244 40.73778000012058, -73.88133800012817 40.73772500026925, -73.88051499959747 40.73755999976171, -73.88031499958092 40.73752000011333, -73.87971000040675 40.737409999935224, -73.87938099962047 40.73734400028564, -73.8783849997357 40.73716700009757, -73.87795700011353 40.737062000178774, -73.8777500004243 40.7369950002866, -73.87755000040777 40.736919999778635, -73.87693199991648 40.73652499992829, -73.87586300023679 40.73574699967296, -73.87544099956408 40.735477999927255, -73.87512199972187 40.73527999979656, -73.87476799971954 40.73508899992002, -73.87442100028822 40.73490900007256, -73.87421700007371 40.73483300000593, -73.87383600030722 40.734708999746545, -73.87305899980727 40.7344849997023, -73.87208499966383 40.73422099999468, -73.87175300030111 40.73413299985938, -73.87022500013882 40.73367000001484, -73.86989799990066 40.733568999817656, -73.8692529996452 40.73335099973216, -73.86881699962711 40.73316800008311, -73.86850100015792 40.73301799988384, -73.86821900012562 40.73288100017779, -73.8679649996824 40.73276100020848, -73.86795399981175 40.73274999995657, -73.86786500012327 40.732700999802354, -73.86780900004679 40.73267200022197, -73.86765099986305 40.73258300011636, -73.86697100034581 40.73220199995547, -73.8665760003356 40.73198000026542, -73.86607500002017 40.73169399997773, -73.86574600013219 40.73153899996271, -73.8644790000858 40.731089000266735, -73.86260000029421 40.73042000009901, -73.86218799966724 40.73027599982119, -73.86125899972966 40.729937000220126, -73.86052700033386 40.7296790002098, -73.8601149997069 40.729522000246945, -73.85938400013603 40.72923900032779, -73.85830299986247 40.728851999962174, -73.8579809996472 40.72873500027932, -73.85762199962198 40.72860300004105, -73.85710399958813 40.72841300008417, -73.8559539997176 40.72798499971308, -73.85583099969395 40.727939000234656, -73.85477899973272 40.72755299983639, -73.85439499959317 40.72741599977043, -73.8535879998543 40.727134999835855)"
226,1105013310132,186883,25,,,,,579.0,State Hwy,S,,,,,,,State Hwy 25,S1200,"LINESTRING (-73.8535879998543 40.727134999835855, -73.85300000039855 40.72691400030875, -73.85244800002951 40.72670499999141, -73.85178900042867 40.726388999844914, -73.85163299989473 40.72620099981285, -73.85102699999733 40.72561900006921, -73.85042000027501 40.72503800007843, -73.84979900030899 40.72440199980895, -73.84914700038082 40.72388299983842, -73.84894999983902 40.723766000269826, -73.84809399969636 40.723430999907926, -73.84810600029023 40.72328700016496)"
227,1105013312092,186932,Queens,,,,,,,M,,,,,142.0,Blvd,Queens Blvd,S1200,"LINESTRING (-73.8535879998543 40.727134999835855, -73.85300000039855 40.72691400030875, -73.85244800002951 40.72670499999141, -73.85178900042867 40.726388999844914, -73.85163299989473 40.72620099981285, -73.85102699999733 40.72561900006921, -73.85042000027501 40.72503800007843, -73.84979900030899 40.72440199980895, -73.84914700038082 40.72388299983842, -73.84894999983902 40.723766000269826, -73.84809399969636 40.723430999907926, -73.84810600029023 40.72328700016496)"
228,110425922315,42670,Hillside,,,,,,,M,,,,,125.0,Ave,Hillside Ave,S1200,"LINESTRING (-73.83244800017202 40.70060199977535, -73.83239100027062 40.70068400004588, -73.83233500019412 40.70076499977384, -73.83227699956949 40.70086999975382, -73.83220100029982 40.70094899973992, -73.83211000006322 40.70103299977749, -73.83203300007034 40.70109699983233, -73.8319400001839 40.70116399977066, -73.83183399987871 40.70123200007627, -73.83173900034247 40.70128599968859, -73.83163200021234 40.70134099969013, -73.83152099988426 40.70138999977709, -73.83062899975658 40.70161700012662, -73.82973800035215 40.701840000043696, -73.82946899984032 40.70190999982706, -73.82884799987428 40.702065999799565, -73.82795300027189 40.70228999999423, -73.82706600016708 40.70251499985094, -73.82607199993217 40.70277199986518, -73.82517599960653 40.70299200013891, -73.82427000013347 40.703218999795865, -73.82387199975021 40.70332399999352, -73.82338899987646 40.70344300019902)"
229,11017129533119,244309,25,,,,,579.0,State Hwy,S,,,,,,,State Hwy 25,S1200,"LINESTRING (-73.84497399979765 40.72186899991924, -73.84458600035845 40.721708000086025, -73.84397799991291 40.72145500014491, -73.84289199961646 40.72096699986713, -73.84217399956607 40.72061399985818, -73.84185300007401 40.7205070000798, -73.8408520001664 40.72006499984691, -73.84074800040933 40.72001899966025, -73.83981199990072 40.719602000158666, -73.83977199971774 40.719584000023374, -73.83910499972097 40.71928799997558, -73.83901500020761 40.7192480002362, -73.83872800015243 40.719120999712906, -73.83791999969034 40.7187499997664, -73.83785699994115 40.718721000234005, -73.83770499960518 40.71865099973764, -73.83701500004219 40.71833100013001, -73.83686299970624 40.71826099990442, -73.83584900027815 40.717727000312884, -73.83496200017335 40.71717199983177, -73.8342130001608 40.71663700015292, -73.83356700008042 40.7161430000577, -73.83223100043705 40.71512000003384, -73.83138500034013 40.71452900001263, -73.83131099982197 40.71447400000765, -73.83106899997264 40.71435400021048, -73.83098199993401 40.7143099999583, -73.83086800013119 40.71426999995142, -73.83073000003893 40.71421700021169, -73.83008200030874 40.7139139997847, -73.82739699970487 40.71283199988034, -73.82712499971831 40.71271199984736, -73.82644699985087 40.71241200018061, -73.82545699981392 40.712001000288026, -73.82493299993229 40.71178299968475, -73.82229900028037 40.710581999703194, -73.82112199974735 40.71009099984643, -73.82088900011884 40.709980999949316, -73.82066200033813 40.7098689999417, -73.82031800038155 40.70971499979384, -73.82010300029638 40.709599000145886, -73.81942700007878 40.70920800008487, -73.81929200035957 40.709124000143085, -73.81915199971917 40.709034999870305, -73.81880899958749 40.70881600013108, -73.81848700027052 40.708519999873715, -73.81829700029974 40.70832700016597, -73.81809899993301 40.70810600015943, -73.8179070003124 40.70786199988882, -73.81771499979345 40.70758800013244, -73.81731499976038 40.707029999891546, -73.81684500030542 40.70631300016155, -73.81537200039469 40.70417200010188, -73.81523900032529 40.70420400033144)"
230,1105045064422,187453,Queens,,,,,,,M,,,,,142.0,Blvd,Queens Blvd,S1200,"LINESTRING (-73.82529799980527 40.71206100029133, -73.82485799958923 40.71187199968929, -73.82439099960898 40.711674000136846, -73.8225600003963 40.71089200029728, -73.82176199997994 40.71058499990477, -73.82103600043193 40.710260999825245, -73.82081799997373 40.710171999710205, -73.82057899959914 40.71007299986333, -73.82037199990991 40.70994600022252, -73.82020399968042 40.709868000317705, -73.81996699985395 40.709754999813384, -73.81978299973092 40.70965400009219, -73.81971699960869 40.709615999948426, -73.8195340002089 40.70950799988736, -73.81937600002514 40.70942100007017, -73.81926100039742 40.709362000043335, -73.81910700041165 40.70927699998208, -73.81860100007334 40.708925999909766, -73.8183580003991 40.708708000134415, -73.81812700042042 40.70848300008952, -73.81790899996221 40.70825000005591, -73.8177039999228 40.70801099993428, -73.81751200030219 40.70776699999661, -73.81706200004038 40.70709400031276, -73.81662299964925 40.706433999825435, -73.81593399991117 40.70538599999596, -73.81522900027954 40.70431200014147, -73.81523900032529 40.70420400033144)"
